algorithm,dataset_idx,dataset_name,dataset_type,acc,nmi,ari,time
meanshift,128,Mouse_retina.npz,bioinfo,0.417893,0.259663,0.117533,119.592287
meanshift,129,Campbell.npz,bioinfo,0.457750,0.107571,0.013445,44.563942
meanshift,130,Baron Human.npz,bioinfo,0.267306,0.242345,0.083784,65.962159
p2ot,0,echocardiogram.npz,tabular,0.841530,0.455511,0.485573,18.698920
p2ot,1,skillcraft1_master_table_dataset.npz,tabular,0.298920,0.106859,0.069496,8911.230512
p2ot,2,breast_cancer_wisconsin_original.npz,tabular,0.970229,0.812667,0.883639,470.631860
p2ot,3,smoker_condition.npz,tabular,0.921607,0.694124,0.727378,263.068245
p2ot,4,glass_identification.npz,tabular,0.437695,0.355394,0.200852,85.473446
p2ot,5,statlog_image_segmentation.npz,tabular,0.630592,0.570012,0.466366,1000.273695
p2ot,6,planning_relax.npz,tabular,0.553114,0.000834,-0.003843,366.533003
p2ot,7,customer_classification.npz,tabular,0.331667,0.025642,0.022045,627.519807
p2ot,8,pima_indians_diabetes_database.npz,tabular,0.654080,0.083029,0.098848,1789.635400
p2ot,9,mobile_price_classification.npz,tabular,0.334667,0.048966,0.045804,4602.303933
p2ot,10,spambase.npz,tabular,0.721727,0.190377,0.231188,1199.493406
p2ot,11,rice_seed_gonen_jasmine.npz,tabular,0.971797,0.824520,0.890378,1383.156612
p2ot,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.754675,0.204450,0.263167,143.715669
p2ot,13,user_knowledge_modeling.npz,tabular,0.463824,0.188695,0.130848,129.253492
p2ot,14,world12d.npz,tabular,0.742222,0.701896,0.677748,166.358069
p2ot,15,pumpkin_seeds.npz,tabular,0.794000,0.287917,0.352261,1169.265549
p2ot,16,iris.npz,tabular,0.813333,0.622729,0.582979,47.326531
p2ot,17,wine.npz,tabular,0.934457,0.800294,0.811416,104.355008
p2ot,18,letter_recognition.npz,tabular,0.288831,0.374924,0.165391,12437.759221
p2ot,19,mammographic_mass.npz,tabular,0.780321,0.250727,0.314102,367.353495
p2ot,20,breast_tissue.npz,tabular,0.588050,0.520920,0.369489,75.734405
p2ot,21,hepatitis.npz,tabular,0.745833,0.221035,0.226195,117.938198
p2ot,22,predicting_pulsar_star.npz,tabular,0.675905,0.130838,0.116118,4439.741514
p2ot,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.883421,0.511222,0.596714,99.826728
p2ot,24,wireless_indoor_localization.npz,tabular,0.947667,0.849599,0.870513,353.352493
p2ot,25,date_fruit.npz,tabular,0.692279,0.653568,0.627432,235.896804
p2ot,26,zoo.npz,tabular,0.785479,0.734805,0.655911,55.232193
p2ot,27,htru2.npz,tabular,0.655466,0.130915,0.097669,10337.958501
p2ot,28,ionosphere.npz,tabular,0.710351,0.147448,0.175486,52.354424
p2ot,29,music_genre_classification.npz,tabular,0.336333,0.274537,0.153125,276.388237
p2ot,30,spectf_heart.npz,tabular,0.762500,0.240954,0.267064,40.496141
p2ot,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.899475,0.541202,0.640672,4851.497243
p2ot,32,ph_recognition.npz,tabular,0.565084,0.602516,0.387495,2783.793274
p2ot,33,banknote_authentication.npz,tabular,0.711127,0.189113,0.242172,1710.175526
p2ot,34,wine_quality.npz,tabular,0.300294,0.055933,0.033449,10926.605741
p2ot,35,cardiovascular_study.npz,tabular,0.577725,0.009838,0.017894,564.366024
p2ot,36,statlog_german_credit.npz,tabular,0.626333,0.033718,0.062801,1368.184161
p2ot,37,boston.npz,tabular,0.880952,0.672519,0.693826,170.781845
p2ot,38,seismic_bumps.npz,tabular,0.603715,0.002213,0.003836,690.764681
p2ot,39,dry_bean.npz,tabular,0.577073,0.502207,0.385927,3726.574080
p2ot,40,credit_risk_classification.npz,tabular,0.576844,0.002995,-0.000598,1676.683844
p2ot,41,epileptic_seizure_recognition.npz,tabular,0.252696,0.014664,0.011058,2012.868152
p2ot,42,website_phishing.npz,tabular,0.581178,0.213407,0.235781,510.969884
p2ot,43,optical_recognition_of_handwritten_digits.npz,tabular,0.707560,0.647113,0.567244,2572.085611
p2ot,44,siberian_weather_stats.npz,tabular,0.248756,0.080272,0.020007,32.996188
p2ot,45,orbit_classification_for_prediction_nasa.npz,tabular,0.511808,0.083507,0.049931,200.246728
p2ot,46,magic_gamma_telescope.npz,tabular,0.587492,0.020963,0.032826,841.280656
p2ot,47,raisin.npz,tabular,0.856667,0.414592,0.508305,33.124168
p2ot,48,patient_treatment_classification.npz,tabular,0.607132,0.033790,0.045405,630.310117
p2ot,49,fetal_health_classification.npz,tabular,0.559737,0.132715,0.113440,195.527726
p2ot,50,dermatology.npz,tabular,0.893855,0.863561,0.860693,186.725677
p2ot,51,secom.npz,tabular,0.610508,0.001207,-0.004911,403.703420
p2ot,52,paris_housing_classification.npz,tabular,0.625033,0.045375,0.019659,2684.633150
p2ot,53,seeds.npz,tabular,0.904762,0.700897,0.741710,97.694151
p2ot,54,wine_customer.npz,tabular,0.947566,0.825730,0.846623,107.998191
p2ot,55,crowdsourced_mapping.npz,tabular,0.443866,0.213562,0.137830,6457.617806
p2ot,56,durum_wheat_features.npz,tabular,0.810259,0.508348,0.527285,1100.257753
p2ot,57,classification_in_asteroseismology.npz,tabular,0.903430,0.579987,0.646916,426.076128
p2ot,58,birds_bones_and_living_habits.npz,tabular,0.502825,0.341118,0.332472,224.815222
p2ot,59,microbes.npz,tabular,0.191029,0.072138,0.031532,6158.398161
p2ot,60,image_segmentation.npz,tabular,0.611111,0.610592,0.460092,40.804438
p2ot,61,water_quality.npz,tabular,0.535389,0.001855,0.003217,1207.486643
p2ot,62,insurance_company_benchmark.npz,tabular,0.603172,0.003555,-0.003356,5578.794241
p2ot,63,harbermans_survival.npz,tabular,0.583878,0.018427,0.024291,168.165438
p2ot,64,yeast.npz,tabular,0.386338,0.241686,0.144186,1100.891956
p2ot,65,heart_disease.npz,tabular,0.380471,0.195806,0.154854,209.577096
p2ot,66,ecoli.npz,tabular,0.628950,0.556337,0.472588,150.935766
p2ot,67,extyaleb.npz,tabular,0.553814,0.389549,0.284114,135.141065
p2ot,68,breast_cancer_coimbra.npz,tabular,0.597701,0.029206,0.030301,105.050632
p2ot,69,student_grade.npz,tabular,0.755274,0.203790,0.272824,349.494097
p2ot,70,human_stress_detection.npz,tabular,0.911711,0.814676,0.786545,2517.168629
p2ot,71,fraud_detection_bank.npz,tabular,0.591492,0.037909,0.046858,8176.645928
p2ot,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.776977,0.702901,0.627030,2439.739357
p2ot,73,diabetic_retinopathy_debrecen.npz,tabular,0.574283,0.016492,0.021741,283.205380
p2ot,74,pistachio.npz,tabular,0.781192,0.255962,0.316372,513.267240
p2ot,75,turkish_music_emotion.npz,tabular,0.522500,0.242597,0.217080,113.571626
p2ot,76,parkinsons.npz,tabular,0.690598,0.212585,0.140917,194.782454
p2ot,77,weather.npz,tabular,0.975342,0.958108,0.943662,548.869674
p2ot,78,blood_transfusion_service_center.npz,tabular,0.581996,0.035725,0.025346,187.856564
p2ot,79,mfeat-karhunen.npz,tabular,0.637333,0.580778,0.472466,772.324491
p2ot,80,mfeat-factors.npz,tabular,0.678833,0.635626,0.511310,926.257414
p2ot,81,wall-robot-navigation.npz,tabular,0.397422,0.102788,0.055451,1148.617724
p2ot,82,Waveform.npz,tabular,0.628000,0.396638,0.310931,1576.368807
p2ot,83,gas-drift.npz,tabular,0.586333,0.439534,0.345629,3132.316625
p2ot,84,mfeat-morphological.npz,tabular,0.630500,0.647988,0.500017,3446.160535
p2ot,85,JapaneseVowels.npz,tabular,0.492989,0.432969,0.320745,3299.871824
p2ot,86,rmftsa_sleepdata.npz,tabular,0.356445,0.052709,0.050377,1204.133331
p2ot,87,first-order-theorem-proving.npz,tabular,0.268279,0.049271,0.033687,1363.268582
p2ot,88,gina_prior2.npz,tabular,0.506824,0.430052,0.309627,488.730609
p2ot,89,fabert.npz,tabular,0.195298,0.024730,0.015013,1129.372148
p2ot,90,dilbert.npz,tabular,0.401467,0.178051,0.133467,1266.354326
p2ot,91,synthetic_control.npz,tabular,0.698333,0.823850,0.670518,264.806021
p2ot,92,Drug Consumption.npz,tabular,0.303602,0.009204,0.007134,255.971642
p2ot,93,shuttle.npz,tabular,0.641800,0.175533,0.085477,2479.135629
p2ot,94,tr45.wc.npz,tabular,0.268738,0.135749,0.048752,63.473588
p2ot,95,steel-plates-fault.npz,tabular,0.584750,0.021035,0.033595,407.917908
p2ot,96,fbis.wc.npz,tabular,0.422738,0.402359,0.261686,586.823296
p2ot,97,mfeat-fourier.npz,tabular,0.520667,0.474435,0.347866,85.221438
p2ot,98,vehicle.npz,tabular,0.404255,0.148361,0.115709,112.452755
p2ot,99,micro-mass.npz,tabular,0.522222,0.635901,0.401073,207.699838
p2ot,100,ISOLET.npz,tabular,0.509042,0.633987,0.402366,840.074721
p2ot,101,poker-hand.npz,tabular,0.513800,0.000116,-0.000211,2258.801782
p2ot,102,tamilnadu-electricity.npz,tabular,0.069733,0.006379,0.000058,9195.099083
p2ot,103,mnist64.npz,image,0.776956,0.669376,0.599135,287.599671
p2ot,104,MNIST_CLIP.npz,image,0.538282,0.478604,0.372554,759.419482
p2ot,105,fashion_mnist.npz,image,0.557000,0.507708,0.362437,1460.203343
p2ot,106,FashionMNIST_CLIP.npz,image,0.636067,0.583398,0.482807,730.572284
p2ot,107,cifar10.npz,image,0.209026,0.070118,0.036737,139.056064
p2ot,108,CIFAR10_CLIP.npz,image,0.726533,0.634170,0.556500,391.328286
p2ot,109,coil20.npz,image,0.624769,0.766666,0.576463,687.717416
p2ot,110,COIL20_CLIP.npz,image,0.723380,0.874687,0.694265,219.692825
p2ot,111,labeled_faces_in_the_wild.npz,image,0.525606,0.002334,0.002718,250.981510
p2ot,112,flickr_material_database.npz,image,0.373454,0.264030,0.141075,210.818315
p2ot,113,street_view_house_numbers.npz,image,0.164845,0.038945,0.005741,218.643864
p2ot,114,har.npz,image,0.505669,0.488209,0.329793,37.704857
p2ot,115,Indian_pines.npz,image,0.501844,0.389734,0.254402,1936.108509
p2ot,116,satellite_image.npz,image,0.760736,0.608709,0.579111,798.031163
p2ot,117,olivetti_faces.npz,image,0.478333,0.722241,0.337218,249.886535
p2ot,118,PCam.npz,image,0.350617,0.225941,0.157888,456.782829
p2ot,119,cnae9.npz,text,0.592615,0.027396,0.037161,155.398367
p2ot,120,imdb.npz,text,0.438684,0.010555,0.011071,1361.563863
p2ot,121,hate_speech.npz,text,0.531902,0.005046,0.004116,832.156381
p2ot,122,sentiment_labeld_sentences.npz,text,0.717365,0.095319,0.053079,72.290345
p2ot,123,sms_spam_collection.npz,text,0.382882,0.210681,0.164626,4286.310037
p2ot,124,wos.npz,text,0.922059,0.634298,0.716733,544.136437
p2ot,125,enron.npz,text,0.728001,0.360325,0.385627,4151.361019
p2ot,126,reuters.npz,text,0.147967,0.132028,0.042951,4173.684988
p2ot,127,20newsgroups.npz,text,0.591874,0.456337,0.351872,3394.359586
p2ot,128,Mouse_retina.npz,bioinfo,0.271223,0.282904,0.191300,5817.246311
p2ot,129,Campbell.npz,bioinfo,0.537667,0.004277,0.005436,332.390260
p2ot,130,Baron Human.npz,bioinfo,0.471187,0.494252,0.311030,650.630952
pica,0,echocardiogram.npz,tabular,0.836066,0.442083,0.445743,2.601397
pica,1,skillcraft1_master_table_dataset.npz,tabular,0.300131,0.151360,0.084769,69.163791
pica,2,breast_cancer_wisconsin_original.npz,tabular,0.970717,0.802976,0.885383,20.124510
pica,3,smoker_condition.npz,tabular,0.992754,0.936392,0.971145,34.294827
pica,4,glass_identification.npz,tabular,0.459502,0.345640,0.201235,6.964493
pica,5,statlog_image_segmentation.npz,tabular,0.657662,0.622066,0.519446,64.471796
pica,6,planning_relax.npz,tabular,0.542125,0.005759,0.002705,3.998565
pica,7,customer_classification.npz,tabular,0.330333,0.020612,0.017149,20.221627
pica,8,pima_indians_diabetes_database.npz,tabular,0.654167,0.084002,0.106008,20.481017
pica,9,mobile_price_classification.npz,tabular,0.328200,0.025401,0.022720,50.714806
pica,10,spambase.npz,tabular,0.735058,0.188411,0.233029,95.982481
pica,11,rice_seed_gonen_jasmine.npz,tabular,0.979498,0.862789,0.919792,234.115127
pica,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.757976,0.206333,0.268677,9.647421
pica,13,user_knowledge_modeling.npz,tabular,0.479328,0.296511,0.199312,6.076178
pica,14,world12d.npz,tabular,0.862222,0.772182,0.787342,5.706215
pica,15,pumpkin_seeds.npz,tabular,0.799867,0.288768,0.368620,50.666690
pica,16,iris.npz,tabular,0.831111,0.672463,0.619962,5.621034
pica,17,wine.npz,tabular,0.958801,0.860843,0.880086,3.935868
pica,18,letter_recognition.npz,tabular,0.257266,0.329233,0.132065,247.268836
pica,19,mammographic_mass.npz,tabular,0.790361,0.265575,0.336677,18.527353
pica,20,breast_tissue.npz,tabular,0.628931,0.531854,0.391501,4.141321
pica,21,hepatitis.npz,tabular,0.683333,0.242446,0.130282,2.407168
pica,22,predicting_pulsar_star.npz,tabular,0.710644,0.098915,0.071982,220.765505
pica,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.900176,0.527654,0.641179,14.433752
pica,24,wireless_indoor_localization.npz,tabular,0.962400,0.879107,0.904365,49.787044
pica,25,date_fruit.npz,tabular,0.651893,0.621017,0.570573,21.388365
pica,26,zoo.npz,tabular,0.854785,0.825348,0.844172,4.019702
pica,27,htru2.npz,tabular,0.669500,0.128399,0.097152,255.363529
pica,28,ionosphere.npz,tabular,0.723077,0.171199,0.200976,10.099843
pica,29,music_genre_classification.npz,tabular,0.322333,0.275971,0.142563,23.318868
pica,30,spectf_heart.npz,tabular,0.770000,0.228999,0.286513,2.820160
pica,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.915311,0.580232,0.689835,109.897816
pica,32,ph_recognition.npz,tabular,0.634609,0.635209,0.445863,18.236637
pica,33,banknote_authentication.npz,tabular,0.783236,0.288332,0.345466,36.580215
pica,34,wine_quality.npz,tabular,0.442274,0.014474,0.008936,122.126598
pica,35,cardiovascular_study.npz,tabular,0.671404,0.008088,0.016399,75.988644
pica,36,statlog_german_credit.npz,tabular,0.593000,0.027277,0.035136,23.994146
pica,37,boston.npz,tabular,0.863636,0.650378,0.650446,6.615534
pica,38,seismic_bumps.npz,tabular,0.570175,0.010719,0.003231,20.747919
pica,39,dry_bean.npz,tabular,0.643893,0.610446,0.497727,280.438676
pica,40,credit_risk_classification.npz,tabular,0.557377,0.001701,-0.002305,24.156036
pica,41,epileptic_seizure_recognition.npz,tabular,0.289797,0.071331,0.053058,117.996613
pica,42,website_phishing.npz,tabular,0.566297,0.227634,0.244890,34.493821
pica,43,optical_recognition_of_handwritten_digits.npz,tabular,0.684750,0.617502,0.536680,97.735005
pica,44,siberian_weather_stats.npz,tabular,0.246861,0.080763,0.023916,40.670960
pica,45,orbit_classification_for_prediction_nasa.npz,tabular,0.633682,0.059972,0.022475,43.289406
pica,46,magic_gamma_telescope.npz,tabular,0.577318,0.037199,0.040897,241.383599
pica,47,raisin.npz,tabular,0.870741,0.451058,0.549383,27.994819
pica,48,patient_treatment_classification.npz,tabular,0.599547,0.030792,0.040659,110.161689
pica,49,fetal_health_classification.npz,tabular,0.601223,0.098551,0.078333,52.186064
pica,50,dermatology.npz,tabular,0.797765,0.846909,0.752698,9.681579
pica,51,secom.npz,tabular,0.667262,0.003017,-0.000171,39.055456
pica,52,paris_housing_classification.npz,tabular,0.632960,0.034118,0.042848,237.724915
pica,53,seeds.npz,tabular,0.922222,0.739028,0.783962,6.132822
pica,54,wine_customer.npz,tabular,0.958801,0.870162,0.878527,5.720242
pica,55,crowdsourced_mapping.npz,tabular,0.440732,0.232307,0.129268,260.836774
pica,56,durum_wheat_features.npz,tabular,0.812133,0.513174,0.541769,223.034835
pica,57,classification_in_asteroseismology.npz,tabular,0.904096,0.581500,0.648989,25.105643
pica,58,birds_bones_and_living_habits.npz,tabular,0.468119,0.273159,0.255274,11.446192
pica,59,microbes.npz,tabular,0.195198,0.085966,0.033158,222.640256
pica,60,image_segmentation.npz,tabular,0.669841,0.632864,0.502973,6.219094
pica,61,water_quality.npz,tabular,0.563799,0.000382,0.002014,50.003218
pica,62,insurance_company_benchmark.npz,tabular,0.842150,0.002792,0.006222,139.646003
pica,63,harbermans_survival.npz,tabular,0.607843,0.021593,0.042903,9.514856
pica,64,yeast.npz,tabular,0.358693,0.225457,0.124817,30.543405
pica,65,heart_disease.npz,tabular,0.397306,0.231507,0.190374,6.368611
pica,66,ecoli.npz,tabular,0.668705,0.591830,0.529501,8.252571
pica,67,extyaleb.npz,tabular,0.503448,0.300126,0.219549,9.577600
pica,68,breast_cancer_coimbra.npz,tabular,0.582759,0.025884,0.025493,4.915622
pica,69,student_grade.npz,tabular,0.738228,0.212934,0.231677,9.740363
pica,70,human_stress_detection.npz,tabular,0.937531,0.835629,0.838705,49.034373
pica,71,fraud_detection_bank.npz,tabular,0.678228,0.075121,0.091098,238.337460
pica,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.715328,0.678206,0.559939,156.962207
pica,73,diabetic_retinopathy_debrecen.npz,tabular,0.568202,0.014067,0.018488,25.357098
pica,74,pistachio.npz,tabular,0.794507,0.277900,0.349023,56.308229
pica,75,turkish_music_emotion.npz,tabular,0.553333,0.282025,0.255925,8.837732
pica,76,parkinsons.npz,tabular,0.708718,0.231979,0.171034,5.321031
pica,77,weather.npz,tabular,0.989954,0.985917,0.975321,8.343853
pica,78,blood_transfusion_service_center.npz,tabular,0.592513,0.033737,0.037033,19.040615
pica,79,mfeat-karhunen.npz,tabular,0.536100,0.446592,0.326526,49.500614
pica,80,mfeat-factors.npz,tabular,0.689200,0.607578,0.505009,49.912457
pica,81,wall-robot-navigation.npz,tabular,0.411657,0.110582,0.068657,133.423019
pica,82,Waveform.npz,tabular,0.676280,0.407080,0.351423,119.627715
pica,83,gas-drift.npz,tabular,0.487760,0.336902,0.252807,247.207728
pica,84,mfeat-morphological.npz,tabular,0.660500,0.651607,0.520998,41.175925
pica,85,JapaneseVowels.npz,tabular,0.389660,0.324906,0.211796,239.079759
pica,86,rmftsa_sleepdata.npz,tabular,0.373633,0.044573,0.031872,26.063913
pica,87,first-order-theorem-proving.npz,tabular,0.417457,0.000000,0.000000,147.066414
pica,88,gina_prior2.npz,tabular,0.426817,0.356331,0.243739,85.802516
pica,89,fabert.npz,tabular,0.199263,0.034269,0.021788,171.080288
pica,90,dilbert.npz,tabular,0.378100,0.152002,0.113071,212.736672
pica,91,synthetic_control.npz,tabular,0.932222,0.875700,0.850543,12.187552
pica,92,Drug Consumption.npz,tabular,0.366152,0.004100,0.005579,43.068298
pica,93,shuttle.npz,tabular,0.751800,0.260202,0.244193,204.377406
pica,94,tr45.wc.npz,tabular,0.301775,0.197340,0.106917,19.809064
pica,95,steel-plates-fault.npz,tabular,0.580526,0.067832,0.023498,47.371079
pica,96,fbis.wc.npz,tabular,0.323619,0.317949,0.186461,47.300227
pica,97,mfeat-fourier.npz,tabular,0.487000,0.437669,0.319009,41.485231
pica,98,vehicle.npz,tabular,0.401655,0.136034,0.104996,21.031862
pica,99,micro-mass.npz,tabular,0.625000,0.691152,0.489946,10.186746
pica,100,ISOLET.npz,tabular,0.405455,0.531980,0.283708,159.903907
pica,101,poker-hand.npz,tabular,0.519360,0.000093,0.000263,235.982262
pica,102,tamilnadu-electricity.npz,tabular,0.069360,0.006428,0.000113,236.565811
pica,103,mnist64.npz,image,0.828404,0.705413,0.662636,22.987602
pica,104,MNIST_CLIP.npz,image,0.503035,0.446082,0.337743,204.029860
pica,105,fashion_mnist.npz,image,0.511778,0.461202,0.316635,62.101849
pica,106,FashionMNIST_CLIP.npz,image,0.652733,0.623863,0.517113,203.569736
pica,107,cifar10.npz,image,0.195692,0.060917,0.030594,69.194236
pica,108,CIFAR10_CLIP.npz,image,0.711900,0.635719,0.556473,204.418007
pica,109,coil20.npz,image,0.676806,0.754352,0.592287,36.805452
pica,110,COIL20_CLIP.npz,image,0.867361,0.910845,0.823646,36.873776
pica,111,labeled_faces_in_the_wild.npz,image,0.515364,0.000938,0.000845,59.890578
pica,112,flickr_material_database.npz,image,0.307924,0.232520,0.123246,24.843789
pica,113,street_view_house_numbers.npz,image,0.162568,0.036204,0.006090,19.840677
pica,114,har.npz,image,0.494694,0.438478,0.273631,20.514020
pica,115,Indian_pines.npz,image,0.452472,0.362768,0.211724,181.623092
pica,116,satellite_image.npz,image,0.738513,0.608241,0.543799,131.861324
pica,117,olivetti_faces.npz,image,0.478500,0.693152,0.318344,10.774455
pica,118,PCam.npz,image,0.339815,0.246640,0.152922,24.069637
pica,119,cnae9.npz,text,0.623487,0.044846,0.060820,67.429535
pica,120,imdb.npz,text,0.717355,0.002164,0.005942,78.469100
pica,121,hate_speech.npz,text,0.529330,0.004818,0.003771,66.992962
pica,122,sentiment_labeld_sentences.npz,text,0.662675,0.140169,0.100119,18.592261
pica,123,sms_spam_collection.npz,text,0.394585,0.289233,0.190389,221.376073
pica,124,wos.npz,text,0.960796,0.796728,0.849726,215.589356
pica,125,enron.npz,text,0.782593,0.467385,0.486144,145.663424
pica,126,reuters.npz,text,0.141027,0.116553,0.037465,222.601823
pica,127,20newsgroups.npz,text,0.418702,0.426767,0.214749,187.153836
pica,128,Mouse_retina.npz,bioinfo,0.184529,0.296899,0.114601,323.190760
pica,129,Campbell.npz,bioinfo,0.535167,0.003711,0.004700,120.121384
pica,130,Baron Human.npz,bioinfo,0.333688,0.343519,0.175025,256.586068
s3comp,0,echocardiogram.npz,tabular,0.659000,0.013000,-0.037900,0.366673
s3comp,1,skillcraft1_master_table_dataset.npz,tabular,0.246200,0.027100,0.018700,36.021684
s3comp,2,breast_cancer_wisconsin_original.npz,tabular,0.583016,0.025241,0.026170,1.705289
s3comp,3,smoker_condition.npz,tabular,0.568972,0.024168,0.018901,2.885522
s3comp,4,glass_identification.npz,tabular,0.357009,0.141280,0.089415,1.056411
s3comp,5,statlog_image_segmentation.npz,tabular,0.573160,0.417001,0.348582,20.139314
s3comp,6,planning_relax.npz,tabular,0.682418,0.004725,0.028144,0.442404
s3comp,7,customer_classification.npz,tabular,0.287600,0.005554,0.002726,2.748617
s3comp,8,pima_indians_diabetes_database.npz,tabular,0.560417,0.002529,0.000955,5.146547
s3comp,9,mobile_price_classification.npz,tabular,0.277800,0.003928,0.001503,7.105011
s3comp,10,spambase.npz,tabular,0.574093,0.021685,-0.017975,22.985177
s3comp,11,rice_seed_gonen_jasmine.npz,tabular,0.553515,0.011152,0.016489,314.263430
s3comp,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.545215,0.014449,0.010993,0.779564
s3comp,13,user_knowledge_modeling.npz,tabular,0.345736,0.034916,0.021672,0.659747
s3comp,14,world12d.npz,tabular,0.574667,0.325186,0.290580,0.784136
s3comp,15,pumpkin_seeds.npz,tabular,0.570080,0.017950,0.021828,8.293799
s3comp,16,iris.npz,tabular,0.460000,0.063400,0.052500,0.610343
s3comp,17,wine.npz,tabular,0.565169,0.214010,0.192522,0.864220
s3comp,18,letter_recognition.npz,tabular,0.251201,0.245166,0.082496,252.828199
s3comp,19,mammographic_mass.npz,tabular,0.569157,0.014305,0.018162,6.465739
s3comp,20,breast_tissue.npz,tabular,0.477358,0.303868,0.177040,0.695585
s3comp,21,hepatitis.npz,tabular,0.800000,0.015400,-0.048400,0.386964
s3comp,22,predicting_pulsar_star.npz,tabular,0.542306,0.014844,0.007462,378.348052
s3comp,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.619000,0.004700,-0.006000,2.956632
s3comp,24,wireless_indoor_localization.npz,tabular,0.496500,0.162010,0.160763,18.367778
s3comp,25,date_fruit.npz,tabular,0.503786,0.448147,0.373634,2.525058
s3comp,26,zoo.npz,tabular,0.390099,0.433537,0.142072,0.565060
s3comp,27,htru2.npz,tabular,0.632600,0.013100,0.035600,298.023319
s3comp,28,ionosphere.npz,tabular,0.520798,0.091459,-0.040950,1.034007
s3comp,29,music_genre_classification.npz,tabular,0.318400,0.178395,0.119077,2.859309
s3comp,30,spectf_heart.npz,tabular,0.560000,0.014981,0.008134,0.256430
s3comp,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.548871,0.006717,0.009612,18.539860
s3comp,32,ph_recognition.npz,tabular,0.473201,0.464041,0.277247,3.531124
s3comp,33,banknote_authentication.npz,tabular,0.544898,0.005052,0.007565,3.922607
s3comp,34,wine_quality.npz,tabular,0.382300,0.005400,0.004100,68.764406
s3comp,35,cardiovascular_study.npz,tabular,0.734600,0.000400,-0.008200,29.144680
s3comp,36,statlog_german_credit.npz,tabular,0.690600,0.006137,0.024771,5.991673
s3comp,37,boston.npz,tabular,0.548052,0.148037,0.110387,0.820507
s3comp,38,seismic_bumps.npz,tabular,0.867800,0.004200,0.000000,3.560822
s3comp,39,dry_bean.npz,tabular,0.428248,0.260631,0.198052,156.118748
s3comp,40,credit_risk_classification.npz,tabular,0.801000,0.000100,0.000200,5.799948
s3comp,41,epileptic_seizure_recognition.npz,tabular,0.336070,0.110232,0.083788,43.075087
s3comp,42,website_phishing.npz,tabular,0.523600,0.012500,0.000600,9.092766
s3comp,43,optical_recognition_of_handwritten_digits.npz,tabular,0.919173,0.839728,0.833237,48.187822
s3comp,44,siberian_weather_stats.npz,tabular,0.263000,0.026100,0.003000,9.691399
s3comp,45,orbit_classification_for_prediction_nasa.npz,tabular,0.436702,0.000944,-0.004256,12.953002
s3comp,46,magic_gamma_telescope.npz,tabular,0.529573,0.012648,-0.000116,246.482343
s3comp,47,raisin.npz,tabular,0.524222,0.002837,0.002600,2.532041
s3comp,48,patient_treatment_classification.npz,tabular,0.527600,0.001100,0.002500,57.487654
s3comp,49,fetal_health_classification.npz,tabular,0.680339,0.113874,0.212165,46.073627
s3comp,50,dermatology.npz,tabular,0.878771,0.751828,0.785087,6.104287
s3comp,51,secom.npz,tabular,0.930800,0.000900,0.000900,20.474737
s3comp,52,paris_housing_classification.npz,tabular,0.830200,0.028372,0.119218,250.064323
s3comp,53,seeds.npz,tabular,0.496190,0.089624,0.090413,0.538445
s3comp,54,wine_customer.npz,tabular,0.570787,0.207350,0.191441,3.547495
s3comp,55,crowdsourced_mapping.npz,tabular,0.710900,0.010000,0.012800,244.531619
s3comp,56,durum_wheat_features.npz,tabular,0.353178,0.015424,0.001388,414.236506
s3comp,57,classification_in_asteroseismology.npz,tabular,0.630800,0.001700,-0.015700,6.079109
s3comp,58,birds_bones_and_living_habits.npz,tabular,0.451332,0.242618,0.248688,1.942708
s3comp,59,microbes.npz,tabular,0.189600,0.020400,0.008900,245.363011
s3comp,60,image_segmentation.npz,tabular,0.462857,0.394046,0.257723,1.020722
s3comp,61,water_quality.npz,tabular,0.550800,0.000500,0.001700,16.771377
s3comp,62,insurance_company_benchmark.npz,tabular,0.939700,0.001000,0.004600,96.237174
s3comp,63,harbermans_survival.npz,tabular,0.534641,0.005038,0.002050,1.407229
s3comp,64,yeast.npz,tabular,0.281974,0.090204,0.043881,11.367346
s3comp,65,heart_disease.npz,tabular,0.334700,0.022600,0.012200,1.383533
s3comp,66,ecoli.npz,tabular,0.435474,0.254203,0.139409,6.094513
s3comp,67,extyaleb.npz,tabular,0.926646,0.836521,0.820239,0.898682
s3comp,68,breast_cancer_coimbra.npz,tabular,0.653448,0.071387,0.094489,0.735981
s3comp,69,student_grade.npz,tabular,0.668861,0.004717,0.019240,1.129862
s3comp,70,human_stress_detection.npz,tabular,0.505947,0.090486,0.084128,49.596299
s3comp,71,fraud_detection_bank.npz,tabular,0.755136,0.046661,0.077693,224.470776
